id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
307,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.25,2722,1
308,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35,3003,1
309,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,2627,0
310,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,50.6,2179,1
311,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.55,2178,1
312,0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.35,993,0
313,1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,2635,0
314,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,77.15,2797,1
315,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25,1698,1
316,1,0,1,1,18,1,0,0,2,0,2,2,2,2,0,0,2,83.25,651,0
317,1,1,1,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.1,3103,1
318,0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,0,1,113.65,2897,0
319,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,2284,1
320,1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,783,1
321,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.9,1269,0
322,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8,2609,1
323,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.8,910,0
324,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,55.55,2316,0
325,0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,91.55,1742,0
326,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.95,2886,1
327,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.6,1974,0
328,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.8,2014,0
329,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,23.45,1204,1
330,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.05,2002,1
331,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,2660,1
332,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.7,2846,1
333,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,995,0
334,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,2008,1
335,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,2601,1
336,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,2,49.9,2146,0
337,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,1485,1
338,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,49.8,2144,0
339,0,0,1,1,25,1,0,2,1,1,1,1,1,1,2,1,3,18.7,1789,0
340,0,0,0,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.2,984,0
341,1,0,1,1,72,1,2,1,0,0,0,0,0,2,2,1,1,84.5,2460,0
342,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,2611,0
343,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.4,2314,1
344,0,1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,90.6,3032,1
345,1,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,25.0,1317,0
346,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,993,0
347,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.55,905,0
348,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25.25,1322,0
349,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,994,0
350,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.95,913,0
351,1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,55.7,1646,0
352,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,904,0
353,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,2630,0
354,0,1,0,0,47,1,2,1,0,2,0,2,2,0,0,1,2,95.05,2020,1
355,0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,0,84.85,2299,0
356,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,2259,1
357,1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,2708,1
358,0,0,1,0,12,1,0,2,1,1,1,1,1,1,2,1,2,20.05,1394,0
359,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,2176,1
360,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.5,2870,1
361,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,3074,1
362,1,0,0,0,33,1,2,1,2,0,0,0,0,0,1,0,0,80.1,1381,0
363,1,0,0,0,6,1,0,0,2,0,0,0,0,2,0,1,0,59.15,1650,0
364,1,1,1,0,72,1,2,1,2,2,2,2,2,2,0,1,1,112.9,2879,0
365,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.75,2641,1
366,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,995,0
367,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.05,1318,1
368,1,0,1,1,31,1,2,1,2,0,2,2,0,0,0,0,2,89.3,1466,0
369,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,1971,1
370,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.4,902,0
371,1,1,1,0,1,1,2,1,0,0,0,0,2,0,0,1,2,86.05,2976,1
372,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,3,95.65,3107,1
373,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.95,1005,1
374,0,0,0,0,20,1,0,1,2,0,2,0,2,0,0,1,0,89.4,875,0
375,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.65,907,0
376,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.25,2839,1
377,1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,2857,0
378,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,2006,1
379,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,74.3,2723,0
380,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,897,0
381,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,2725,1
382,0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.45,903,1
383,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2174,0
384,1,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,3,20.45,995,0
385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,25.85,1329,0
386,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,1319,1
387,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.35,2750,1
388,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43.85,1939,0
389,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1004,1
390,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.7,2181,0
391,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.85,2642,1
392,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,2882,0
393,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,2002,1
394,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,2607,1
395,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1004,0
396,1,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,3,19.4,73,0
397,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,2144,0
398,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,905,0
399,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,2750,1
400,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,2751,1
401,0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,2975,1
402,0,0,0,0,26,1,0,1,2,0,2,2,0,2,1,1,0,95.85,1308,0
403,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.55,1973,0
404,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.65,907,0
405,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,3072,1
406,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,2666,1
407,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.0,986,0
408,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,50.5,2177,1
409,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,2012,1
410,1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,1821,0
411,0,0,1,1,41,1,2,1,2,2,0,0,2,0,0,1,0,94.3,1809,0
412,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,2006,1
413,1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,3101,1
414,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,2835,1
415,0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,1,2,55.8,2318,1
416,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,990,1
417,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,2723,0
418,0,0,0,1,11,0,1,0,2,0,0,2,0,0,1,1,3,36.05,1853,0
419,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,2725,1
420,1,0,1,1,42,0,1,0,2,0,2,2,2,0,2,0,1,48.15,1028,0
421,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,2184,1
422,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,24.0,1259,0
423,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,78.65,2814,1
424,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,0,0,58.25,1890,0
425,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,811,1
426,1,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.8,607,0
427,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,2604,1
428,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,899,0
429,1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,11,1
430,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,3,80.85,2873,1
431,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,2078,0
432,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,2003,1
433,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.0,2001,0
434,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,987,1
435,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,2305,0
436,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.0,1966,0
437,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.1,2598,1
438,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,2004,1
439,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,1937,1
440,0,0,0,0,1,1,0,1,0,0,2,0,2,2,0,0,2,94.4,3090,1
441,1,0,1,0,67,1,2,1,0,2,2,2,2,2,2,1,0,111.3,2767,0
442,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.8,2815,1
443,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.9,1487,0
444,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,1967,0
445,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,2009,0
446,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,2627,1
447,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,905,0
448,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,1067,1
449,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,2003,1
450,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.75,2013,1
451,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,2049,1
452,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,1264,1
453,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,1266,0
454,1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,578,0
455,1,0,0,0,1,0,1,0,0,2,0,2,0,2,0,1,3,44.65,1975,1
456,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,1659,1
457,0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,91.3,3042,1
458,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,2842,1
459,1,0,0,1,17,1,0,0,0,2,2,2,2,2,1,0,2,80.85,488,0
460,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,454,0
461,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.3,992,1
462,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,2011,1
463,0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,3108,0
464,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.35,993,0
465,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,2182,1
466,0,0,1,1,1,1,2,1,2,0,2,0,2,2,0,1,2,102.45,20,1
467,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,49.25,2139,1
468,1,0,1,0,22,1,0,1,0,0,2,0,2,2,0,1,1,94.7,928,1
469,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,51.2,2204,0
470,1,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,84.85,2945,1
471,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.3,2050,0
472,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,2145,0
473,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,3,79.15,2837,0
474,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,2727,1
475,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,2300,0
476,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55,2665,1
477,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,771,0
478,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,991,0
479,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,1320,1
480,1,0,1,1,15,1,0,1,2,0,0,2,2,2,1,0,2,101.9,700,0
481,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,74.6,2728,1
482,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.45,903,0
483,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,2,79.6,2844,1
484,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,43.95,1940,0
485,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,49.55,2141,1
486,1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,2973,0
487,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,2764,0
488,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,68.95,2582,1
489,1,0,0,0,31,1,2,1,0,0,0,2,0,0,1,0,1,81.7,1353,0
490,1,0,0,0,72,1,2,1,0,2,2,0,2,2,1,1,2,104.95,2765,0
491,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,2664,1
492,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,989,1
493,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,2608,1
494,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,2182,0
495,1,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,85.0,2953,0
496,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,3,19.7,1392,0
497,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.3,901,1
498,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.3,1970,0
499,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,990,1
500,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,2662,1
501,0,0,0,0,42,1,0,0,0,2,0,0,0,0,0,1,2,49.55,1048,0
502,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,54.35,2282,1
503,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,988,1
504,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,1526,0
505,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.45,995,0
506,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,996,0
507,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,2014,1
508,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,1972,0
509,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,2748,1
510,0,0,0,0,5,1,0,1,0,2,0,2,0,2,0,1,2,89.35,2056,1
511,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,2637,1
512,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,989,0
513,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,1322,1
514,0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,96.05,755,1
515,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.1,2173,0
516,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.9,1979,0
517,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9,812,0
518,1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,33.6,1622,0
519,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,2845,1
520,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,2008,0
521,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,1524,1
522,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,902,0
523,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,2106,1
524,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,49.95,2147,0
525,0,1,1,0,59,1,2,1,2,2,2,2,0,0,1,1,2,94.05,2308,0
526,1,1,1,0,60,1,2,1,0,0,0,2,2,2,0,1,2,99.0,2432,0
527,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,2602,1
528,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,2138,0
529,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,1268,1
530,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2632,1
531,1,0,1,1,57,1,0,1,0,2,2,0,2,2,1,1,1,97.55,2341,0
532,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,2015,1
533,1,0,0,0,39,1,0,1,0,0,2,2,0,0,1,0,2,81.9,1600,0
534,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,897,0
535,1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,2942,1
536,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,2606,1
537,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,900,0
538,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,2311,1
539,0,0,0,0,15,1,2,1,2,0,2,0,0,0,0,1,1,84.35,335,0
540,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45.1,2003,1
541,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,990,0
542,1,1,1,0,59,1,0,1,2,2,2,0,0,0,1,1,1,82.95,2151,0
543,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.4,2634,1
544,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.75,2182,0
545,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,2491,1
546,0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,516,0
547,1,0,1,1,67,1,2,1,0,2,2,0,2,2,1,1,2,105.4,2624,0
548,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,912,1
549,1,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.85,3033,1
550,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.25,3011,0
551,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,991,0
552,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,43.95,1940,1
553,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,2729,1
554,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,990,1
555,0,0,0,0,69,1,2,1,0,0,2,2,2,2,2,0,2,104.0,2649,0
556,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,2626,1
557,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,2309,1
558,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.15,2004,0
559,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,1325,0
560,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.75,909,0
561,1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,3,26.3,717,0
562,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,898,0
563,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,1268,1
564,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.35,1324,0
565,1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,1440,0
566,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,2205,1
567,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,2705,1
568,0,0,0,0,66,0,1,0,2,2,2,2,2,2,2,1,0,62.5,1886,0
569,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,2180,1
570,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,2840,1
571,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,3033,1
572,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,2729,0
573,0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,2293,0
574,0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,89.35,3013,0
575,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,2638,1
576,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,2,54.3,2281,0
577,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,2469,0
578,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,2726,1
579,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,2183,1
580,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,2179,0
581,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,1268,1
582,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,2726,1
583,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,2006,0
584,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,1,50.7,548,1
585,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,998,0
586,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,2011,1
587,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,2310,0
588,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,2005,0
589,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.65,2706,1
590,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,20.15,989,1
591,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,2605,1
592,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,989,1
593,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,990,0
594,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.55,997,0
595,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.6,2638,1
596,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,990,0
597,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,1525,1
598,0,0,1,0,1,1,0,0,2,2,0,0,0,0,0,1,3,53.55,2260,0
599,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,990,0
600,1,0,0,0,58,1,2,1,0,0,0,2,0,0,0,0,0,80.65,2114,0
601,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,903,0
602,1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,1435,0
603,0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,54.5,2283,0
604,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.4,2603,1
605,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.2,1261,0
606,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,2848,1
607,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,996,1
608,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2724,1
609,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.65,2639,1
610,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,1978,0
611,0,0,0,0,15,1,2,2,1,1,1,1,1,1,2,0,0,25.05,1746,0
612,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,1001,0
613,1,0,0,0,44,1,2,0,0,2,2,2,2,2,1,1,0,85.25,1755,0
614,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,907,1
615,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,3,84.65,2943,1
